@relation pordiascalidadaire
@attribute fecha date 'dd-MM-yyyy'
@attribute 'SO2 (µg/m³)' numeric
@attribute 'NO (µg/m³)' numeric
@attribute 'NO2 (µg/m³)' numeric
@attribute 'CO (mg/m³)' numeric
@attribute barrio {eixample,girona,gracia,palaureial}
@attribute anyo {2016,2017}
@attribute mes {1,10,11,12,2,3,4,5,6,7,8,9}
@attribute dia {1,2,3,4,5,6,7}
@attribute laborable {falso,verdadero}
@attribute trimestre {1erTrimestre,'2do Trimestre','3do Trimestre','4o Trimestre'}
@data
22-01-2017,7.00,4.00,21.00,0.20,girona,2017,1,1,falso,1erTrimestre
23-01-2017,8.00,21.00,46.00,0.30,girona,2017,1,2,verdadero,1erTrimestre
24-01-2017,12.00,60.00,42.00,0.50,girona,2017,1,3,verdadero,1erTrimestre
25-01-2017,3.00,18.00,44.00,0.30,girona,2017,1,4,verdadero,1erTrimestre
26-01-2017,7.00,41.00,44.00,0.50,girona,2017,1,5,verdadero,1erTrimestre
27-01-2017,7.00,43.00,51.00,0.50,girona,2017,1,6,verdadero,1erTrimestre
28-01-2017,7.00,11.00,31.00,0.30,girona,2017,1,7,falso,1erTrimestre
29-01-2017,7.00,18.00,30.00,0.40,girona,2017,1,1,falso,1erTrimestre
30-01-2017,9.00,48.00,38.00,0.50,girona,2017,1,2,verdadero,1erTrimestre
31-01-2017,5.00,19.00,32.00,0.30,girona,2017,1,3,verdadero,1erTrimestre
01-02-2017,12.00,34.00,42.00,0.40,girona,2017,2,4,verdadero,1erTrimestre
02-02-2017,9.00,14.00,41.00,0.30,girona,2017,2,5,verdadero,1erTrimestre
03-02-2017,4.00,24.00,44.00,0.40,girona,2017,2,6,verdadero,1erTrimestre
04-02-2017,1.00,9.00,30.00,0.30,girona,2017,2,7,falso,1erTrimestre
05-02-2017,1.00,9.00,29.00,0.30,girona,2017,2,1,falso,1erTrimestre
06-02-2017,1.00,11.00,35.00,0.30,girona,2017,2,2,verdadero,1erTrimestre
07-02-2017,4.00,26.00,39.00,0.40,girona,2017,2,3,verdadero,1erTrimestre
08-02-2017,4.00,15.00,34.00,0.30,girona,2017,2,4,verdadero,1erTrimestre
09-02-2017,3.00,21.00,38.00,0.30,girona,2017,2,5,verdadero,1erTrimestre
10-02-2017,3.00,30.00,48.00,0.40,girona,2017,2,6,verdadero,1erTrimestre
11-02-2017,1.00,18.00,41.00,0.40,girona,2017,2,7,falso,1erTrimestre
12-02-2017,4.00,6.00,29.00,0.30,girona,2017,2,1,falso,1erTrimestre
13-02-2017,5.00,10.00,36.00,0.30,girona,2017,2,2,verdadero,1erTrimestre
14-02-2017,3.00,11.00,34.00,0.30,girona,2017,2,3,verdadero,1erTrimestre
15-02-2017,1.00,17.00,45.00,0.40,girona,2017,2,4,verdadero,1erTrimestre
16-02-2017,1.00,12.00,36.00,0.40,girona,2017,2,5,verdadero,1erTrimestre
17-02-2017,5.00,23.00,36.00,0.40,girona,2017,2,6,verdadero,1erTrimestre
18-02-2017,2.00,25.00,32.00,0.40,girona,2017,2,7,falso,1erTrimestre
19-02-2017,1.00,8.00,29.00,0.40,girona,2017,2,1,falso,1erTrimestre
20-02-2017,3.00,29.00,34.00,0.40,girona,2017,2,2,verdadero,1erTrimestre
21-02-2017,3.00,27.00,39.00,0.40,girona,2017,2,3,verdadero,1erTrimestre
22-02-2017,2.00,37.00,41.00,0.50,girona,2017,2,4,verdadero,1erTrimestre
23-02-2017,2.00,40.00,49.00,0.50,girona,2017,2,5,verdadero,1erTrimestre
24-02-2017,1.00,18.00,35.00,0.40,girona,2017,2,6,verdadero,1erTrimestre
25-02-2017,2.00,9.00,28.00,0.30,girona,2017,2,7,falso,1erTrimestre
26-02-2017,1.00,9.00,25.00,0.30,girona,2017,2,1,falso,1erTrimestre
27-02-2017,4.00,24.00,39.00,0.40,girona,2017,2,2,verdadero,1erTrimestre
28-02-2017,4.00,35.00,43.00,0.40,girona,2017,2,3,verdadero,1erTrimestre
01-03-2017,3.00,17.00,37.00,0.40,girona,2017,3,4,verdadero,1erTrimestre
02-03-2017,3.00,27.00,44.00,0.40,girona,2017,3,5,verdadero,1erTrimestre
03-03-2017,2.00,7.00,32.00,0.30,girona,2017,3,6,verdadero,1erTrimestre
04-03-2017,1.00,4.00,17.00,0.20,girona,2017,3,7,falso,1erTrimestre
05-03-2017,1.00,6.00,24.00,0.30,girona,2017,3,1,falso,1erTrimestre
06-03-2017,2.00,28.00,36.00,0.40,girona,2017,3,2,verdadero,1erTrimestre
07-03-2017,1.00,17.00,40.00,0.30,girona,2017,3,3,verdadero,1erTrimestre
08-03-2017,2.00,23.00,39.00,0.30,girona,2017,3,4,verdadero,1erTrimestre
09-03-2017,1.00,30.00,37.00,0.40,girona,2017,3,5,verdadero,1erTrimestre
10-03-2017,1.00,27.00,43.00,0.40,girona,2017,3,6,verdadero,1erTrimestre
11-03-2017,2.00,14.00,37.00,0.30,girona,2017,3,7,falso,1erTrimestre
12-03-2017,1.00,9.00,31.00,0.40,girona,2017,3,1,falso,1erTrimestre
13-03-2017,1.00,12.00,30.00,0.30,girona,2017,3,2,verdadero,1erTrimestre
14-03-2017,1.00,14.00,34.00,0.30,girona,2017,3,3,verdadero,1erTrimestre
15-03-2017,1.00,20.00,41.00,0.40,girona,2017,3,4,verdadero,1erTrimestre
16-03-2017,3.00,22.00,47.00,0.40,girona,2017,3,5,verdadero,1erTrimestre
17-03-2017,1.00,16.00,55.00,0.40,girona,2017,3,6,verdadero,1erTrimestre
18-03-2017,1.00,9.00,34.00,0.40,girona,2017,3,7,falso,1erTrimestre
19-03-2017,1.00,8.00,29.00,0.30,girona,2017,3,1,falso,1erTrimestre
20-03-2017,1.00,16.00,39.00,0.30,girona,2017,3,2,verdadero,1erTrimestre
21-03-2017,1.00,12.00,25.00,0.20,girona,2017,3,3,verdadero,1erTrimestre
22-03-2017,1.00,6.00,24.00,0.20,girona,2017,3,4,verdadero,1erTrimestre
23-03-2017,1.00,7.00,26.00,0.20,girona,2017,3,5,verdadero,1erTrimestre
24-03-2017,1.00,12.00,37.00,0.30,girona,2017,3,6,verdadero,1erTrimestre
25-03-2017,1.00,5.00,21.00,0.20,girona,2017,3,7,falso,1erTrimestre
26-03-2017,1.00,5.00,24.00,0.30,girona,2017,3,1,falso,1erTrimestre
27-03-2017,1.00,19.00,28.00,0.30,girona,2017,3,2,verdadero,1erTrimestre
28-03-2017,1.00,12.00,30.00,0.20,girona,2017,3,3,verdadero,1erTrimestre
29-03-2017,1.00,16.00,36.00,0.30,girona,2017,3,4,verdadero,1erTrimestre
30-03-2017,1.00,22.00,33.00,0.30,girona,2017,3,5,verdadero,1erTrimestre
31-03-2017,1.00,6.00,34.00,0.20,girona,2017,3,6,verdadero,1erTrimestre
01-04-2017,1.00,6.00,28.00,0.20,girona,2017,4,7,falso,'2do Trimestre'
02-04-2017,1.00,8.00,17.00,0.20,girona,2017,4,1,falso,'2do Trimestre'
03-04-2017,1.00,12.00,32.00,0.20,girona,2017,4,2,verdadero,'2do Trimestre'
04-04-2017,1.00,16.00,38.00,0.30,girona,2017,4,3,verdadero,'2do Trimestre'
05-04-2017,1.00,9.00,34.00,0.20,girona,2017,4,4,verdadero,'2do Trimestre'
06-04-2017,1.00,6.00,27.00,0.20,girona,2017,4,5,verdadero,'2do Trimestre'
07-04-2017,1.00,12.00,35.00,0.20,girona,2017,4,6,verdadero,'2do Trimestre'
08-04-2017,1.00,9.00,31.00,0.20,girona,2017,4,7,falso,'2do Trimestre'
09-04-2017,2.00,3.00,23.00,0.20,girona,2017,4,1,falso,'2do Trimestre'
10-04-2017,2.00,13.00,38.00,0.30,girona,2017,4,2,verdadero,'2do Trimestre'
11-04-2017,2.00,16.00,30.00,0.30,girona,2017,4,3,verdadero,'2do Trimestre'
12-04-2017,1.00,12.00,30.00,0.20,girona,2017,4,4,verdadero,'2do Trimestre'
13-04-2017,1.00,10.00,31.00,0.30,girona,2017,4,5,verdadero,'2do Trimestre'
14-04-2017,1.00,3.00,20.00,0.20,girona,2017,4,6,verdadero,'2do Trimestre'
15-04-2017,1.00,6.00,21.00,0.20,girona,2017,4,7,falso,'2do Trimestre'
16-04-2017,1.00,5.00,15.00,0.20,girona,2017,4,1,falso,'2do Trimestre'
17-04-2017,1.00,4.00,15.00,0.20,girona,2017,4,2,verdadero,'2do Trimestre'
18-04-2017,1.00,8.00,22.00,0.20,girona,2017,4,3,verdadero,'2do Trimestre'
19-04-2017,1.00,6.00,21.00,0.20,girona,2017,4,4,verdadero,'2do Trimestre'
20-04-2017,1.00,9.00,31.00,0.20,girona,2017,4,5,verdadero,'2do Trimestre'
21-04-2017,1.00,10.00,31.00,0.20,girona,2017,4,6,verdadero,'2do Trimestre'
22-04-2017,1.00,4.00,24.00,0.20,girona,2017,4,7,falso,'2do Trimestre'
23-04-2017,1.00,3.00,21.00,0.20,girona,2017,4,1,falso,'2do Trimestre'
24-04-2017,1.00,10.00,27.00,0.20,girona,2017,4,2,verdadero,'2do Trimestre'
25-04-2017,2.00,5.00,27.00,0.20,girona,2017,4,3,verdadero,'2do Trimestre'
26-04-2017,1.00,11.00,26.00,0.20,girona,2017,4,4,verdadero,'2do Trimestre'
27-04-2017,1.00,13.00,28.00,0.20,girona,2017,4,5,verdadero,'2do Trimestre'
28-04-2017,1.00,18.00,27.00,0.30,girona,2017,4,6,verdadero,'2do Trimestre'
29-04-2017,2.00,8.00,22.00,0.20,girona,2017,4,7,falso,'2do Trimestre'
30-04-2017,1.00,2.00,10.00,0.20,girona,2017,4,1,falso,'2do Trimestre'
01-05-2017,1.00,2.00,13.00,0.20,girona,2017,5,2,verdadero,'2do Trimestre'
02-05-2017,1.00,10.00,27.00,0.20,girona,2017,5,3,verdadero,'2do Trimestre'
03-05-2017,1.00,9.00,24.00,0.20,girona,2017,5,4,verdadero,'2do Trimestre'
04-05-2017,1.00,7.00,26.00,0.20,girona,2017,5,5,verdadero,'2do Trimestre'
05-05-2017,1.00,7.00,27.00,0.20,girona,2017,5,6,verdadero,'2do Trimestre'
06-05-2017,1.00,5.00,23.00,0.20,girona,2017,5,7,falso,'2do Trimestre'
07-05-2017,2.00,5.00,21.00,0.20,girona,2017,5,1,falso,'2do Trimestre'
08-05-2017,2.00,?,?,0.20,girona,2017,5,2,verdadero,'2do Trimestre'
09-05-2017,1.00,?,?,0.20,girona,2017,5,3,verdadero,'2do Trimestre'
10-05-2017,1.00,4.00,24.00,0.20,girona,2017,5,4,verdadero,'2do Trimestre'
11-05-2017,1.00,8.00,31.00,0.30,girona,2017,5,5,verdadero,'2do Trimestre'
12-05-2017,1.00,13.00,26.00,0.30,girona,2017,5,6,verdadero,'2do Trimestre'
13-05-2017,1.00,4.00,20.00,0.20,girona,2017,5,7,falso,'2do Trimestre'
14-05-2017,1.00,5.00,19.00,0.20,girona,2017,5,1,falso,'2do Trimestre'
15-05-2017,1.00,10.00,27.00,0.20,girona,2017,5,2,verdadero,'2do Trimestre'
16-05-2017,1.00,13.00,32.00,0.20,girona,2017,5,3,verdadero,'2do Trimestre'
17-05-2017,1.00,7.00,25.00,0.20,girona,2017,5,4,verdadero,'2do Trimestre'
18-05-2017,1.00,7.00,23.00,0.20,girona,2017,5,5,verdadero,'2do Trimestre'
19-05-2017,1.00,7.00,20.00,0.20,girona,2017,5,6,verdadero,'2do Trimestre'
20-05-2017,1.00,6.00,19.00,0.20,girona,2017,5,7,falso,'2do Trimestre'
21-05-2017,1.00,4.00,15.00,0.20,girona,2017,5,1,falso,'2do Trimestre'
22-05-2017,2.00,5.00,22.00,0.20,girona,2017,5,2,verdadero,'2do Trimestre'
23-05-2017,4.00,7.00,25.00,0.30,girona,2017,5,3,verdadero,'2do Trimestre'
24-05-2017,1.00,6.00,30.00,0.30,girona,2017,5,4,verdadero,'2do Trimestre'
25-05-2017,1.00,8.00,36.00,0.30,girona,2017,5,5,verdadero,'2do Trimestre'
26-05-2017,1.00,5.00,20.00,0.30,girona,2017,5,6,verdadero,'2do Trimestre'
27-05-2017,1.00,3.00,14.00,0.30,girona,2017,5,7,falso,'2do Trimestre'
28-05-2017,1.00,3.00,15.00,0.20,girona,2017,5,1,falso,'2do Trimestre'
29-05-2017,1.00,5.00,28.00,0.30,girona,2017,5,2,verdadero,'2do Trimestre'
30-05-2017,1.00,6.00,36.00,0.30,girona,2017,5,3,verdadero,'2do Trimestre'
31-05-2017,1.00,7.00,31.00,0.30,girona,2017,5,4,verdadero,'2do Trimestre'
01-06-2017,1.00,8.00,29.00,0.30,girona,2017,6,5,verdadero,'2do Trimestre'
02-06-2017,1.00,10.00,28.00,0.30,girona,2017,6,6,verdadero,'2do Trimestre'
03-06-2017,1.00,7.00,19.00,0.30,girona,2017,6,7,falso,'2do Trimestre'
04-06-2017,1.00,3.00,12.00,0.20,girona,2017,6,1,falso,'2do Trimestre'
05-06-2017,1.00,4.00,15.00,0.20,girona,2017,6,2,verdadero,'2do Trimestre'
06-06-2017,1.00,13.00,22.00,0.30,girona,2017,6,3,verdadero,'2do Trimestre'
07-06-2017,1.00,6.00,17.00,0.20,girona,2017,6,4,verdadero,'2do Trimestre'
08-06-2017,2.00,10.00,20.00,0.20,girona,2017,6,5,verdadero,'2do Trimestre'
09-06-2017,2.00,6.00,22.00,0.20,girona,2017,6,6,verdadero,'2do Trimestre'
10-06-2017,1.00,3.00,19.00,0.20,girona,2017,6,7,falso,'2do Trimestre'
11-06-2017,1.00,2.00,19.00,0.20,girona,2017,6,1,falso,'2do Trimestre'
12-06-2017,1.00,5.00,27.00,0.20,girona,2017,6,2,verdadero,'2do Trimestre'
13-06-2017,2.00,5.00,25.00,0.20,girona,2017,6,3,verdadero,'2do Trimestre'
14-06-2017,1.00,8.00,36.00,0.20,girona,2017,6,4,verdadero,'2do Trimestre'
15-06-2017,4.00,6.00,34.00,0.20,girona,2017,6,5,verdadero,'2do Trimestre'
16-06-2017,2.00,6.00,31.00,0.20,girona,2017,6,6,verdadero,'2do Trimestre'
17-06-2017,2.00,3.00,24.00,0.20,girona,2017,6,7,falso,'2do Trimestre'
18-06-2017,1.00,2.00,16.00,0.20,girona,2017,6,1,falso,'2do Trimestre'
19-06-2017,5.00,4.00,21.00,0.20,girona,2017,6,2,verdadero,'2do Trimestre'
20-06-2017,2.00,4.00,22.00,0.20,girona,2017,6,3,verdadero,'2do Trimestre'
21-06-2017,2.00,5.00,31.00,0.20,girona,2017,6,4,verdadero,'2do Trimestre'
22-06-2017,1.00,7.00,30.00,0.20,girona,2017,6,5,verdadero,'2do Trimestre'
23-06-2017,4.00,6.00,29.00,0.20,girona,2017,6,6,verdadero,'2do Trimestre'
24-06-2017,1.00,2.00,12.00,0.20,girona,2017,6,7,falso,'2do Trimestre'
25-06-2017,1.00,2.00,12.00,0.20,girona,2017,6,1,falso,'2do Trimestre'
26-06-2017,2.00,8.00,23.00,0.20,girona,2017,6,2,verdadero,'2do Trimestre'
27-06-2017,1.00,6.00,21.00,0.20,girona,2017,6,3,verdadero,'2do Trimestre'
28-06-2017,1.00,6.00,21.00,0.20,girona,2017,6,4,verdadero,'2do Trimestre'
29-06-2017,2.00,8.00,20.00,0.20,girona,2017,6,5,verdadero,'2do Trimestre'
30-06-2017,3.00,10.00,27.00,0.20,girona,2017,6,6,verdadero,'2do Trimestre'
01-07-2017,2.00,10.00,21.00,0.20,girona,2017,7,7,falso,'3do Trimestre'
02-07-2017,1.00,4.00,14.00,0.20,girona,2017,7,1,falso,'3do Trimestre'
03-07-2017,1.00,7.00,23.00,0.20,girona,2017,7,2,verdadero,'3do Trimestre'
04-07-2017,2.00,10.00,23.00,0.20,girona,2017,7,3,verdadero,'3do Trimestre'
05-07-2017,1.00,8.00,22.00,0.20,girona,2017,7,4,verdadero,'3do Trimestre'
06-07-2017,4.00,6.00,27.00,0.20,girona,2017,7,5,verdadero,'3do Trimestre'
07-07-2017,7.00,7.00,33.00,0.20,girona,2017,7,6,verdadero,'3do Trimestre'
08-07-2017,3.00,5.00,30.00,0.20,girona,2017,7,7,falso,'3do Trimestre'
09-07-2017,6.00,4.00,21.00,0.20,girona,2017,7,1,falso,'3do Trimestre'
10-07-2017,2.00,7.00,20.00,0.20,girona,2017,7,2,verdadero,'3do Trimestre'
11-07-2017,2.00,7.00,24.00,0.20,girona,2017,7,3,verdadero,'3do Trimestre'
12-07-2017,2.00,6.00,24.00,0.30,girona,2017,7,4,verdadero,'3do Trimestre'
13-07-2017,4.00,7.00,25.00,0.30,girona,2017,7,5,verdadero,'3do Trimestre'
14-07-2017,5.00,5.00,21.00,0.30,girona,2017,7,6,verdadero,'3do Trimestre'
15-07-2017,1.00,5.00,26.00,0.20,girona,2017,7,7,falso,'3do Trimestre'
16-07-2017,3.00,2.00,19.00,0.20,girona,2017,7,1,falso,'3do Trimestre'
17-07-2017,3.00,6.00,27.00,0.20,girona,2017,7,2,verdadero,'3do Trimestre'
18-07-2017,3.00,4.00,20.00,0.30,girona,2017,7,3,verdadero,'3do Trimestre'
19-07-2017,5.00,5.00,23.00,0.30,girona,2017,7,4,verdadero,'3do Trimestre'
20-07-2017,4.00,6.00,23.00,0.30,girona,2017,7,5,verdadero,'3do Trimestre'
21-07-2017,2.00,8.00,33.00,0.30,girona,2017,7,6,verdadero,'3do Trimestre'
22-07-2017,1.00,4.00,18.00,0.30,girona,2017,7,7,falso,'3do Trimestre'
23-07-2017,2.00,2.00,11.00,0.20,girona,2017,7,1,falso,'3do Trimestre'
24-07-2017,1.00,7.00,20.00,0.20,girona,2017,7,2,verdadero,'3do Trimestre'
25-07-2017,2.00,3.00,12.00,0.20,girona,2017,7,3,verdadero,'3do Trimestre'
26-07-2017,2.00,4.00,16.00,0.20,girona,2017,7,4,verdadero,'3do Trimestre'
27-07-2017,2.00,7.00,22.00,0.30,girona,2017,7,5,verdadero,'3do Trimestre'
28-07-2017,2.00,6.00,19.00,0.30,girona,2017,7,6,verdadero,'3do Trimestre'
29-07-2017,3.00,6.00,17.00,0.20,girona,2017,7,7,falso,'3do Trimestre'
30-07-2017,2.00,3.00,14.00,0.20,girona,2017,7,1,falso,'3do Trimestre'
31-07-2017,2.00,6.00,18.00,0.30,girona,2017,7,2,verdadero,'3do Trimestre'
01-08-2017,3.00,5.00,24.00,0.30,girona,2017,8,3,verdadero,'3do Trimestre'
02-08-2017,2.00,7.00,28.00,0.30,girona,2017,8,4,verdadero,'3do Trimestre'
03-08-2017,1.00,9.00,35.00,0.30,girona,2017,8,5,verdadero,'3do Trimestre'
04-08-2017,4.00,8.00,34.00,0.30,girona,2017,8,6,verdadero,'3do Trimestre'
05-08-2017,2.00,4.00,24.00,0.30,girona,2017,8,7,falso,'3do Trimestre'
06-08-2017,1.00,3.00,15.00,0.20,girona,2017,8,1,falso,'3do Trimestre'
07-08-2017,2.00,4.00,18.00,0.30,girona,2017,8,2,verdadero,'3do Trimestre'
08-08-2017,1.00,5.00,22.00,0.30,girona,2017,8,3,verdadero,'3do Trimestre'
09-08-2017,1.00,6.00,20.00,0.20,girona,2017,8,4,verdadero,'3do Trimestre'
10-08-2017,2.00,10.00,18.00,0.20,girona,2017,8,5,verdadero,'3do Trimestre'
11-08-2017,4.00,4.00,20.00,0.40,girona,2017,8,6,verdadero,'3do Trimestre'
12-08-2017,1.00,5.00,19.00,0.30,girona,2017,8,7,falso,'3do Trimestre'
13-08-2017,2.00,5.00,14.00,0.40,girona,2017,8,1,falso,'3do Trimestre'
14-08-2017,1.00,6.00,20.00,0.30,girona,2017,8,2,verdadero,'3do Trimestre'
15-08-2017,1.00,4.00,15.00,0.30,girona,2017,8,3,verdadero,'3do Trimestre'
16-08-2017,3.00,8.00,22.00,0.40,girona,2017,8,4,verdadero,'3do Trimestre'
17-08-2017,1.00,5.00,23.00,0.40,girona,2017,8,5,verdadero,'3do Trimestre'
18-08-2017,3.00,6.00,27.00,0.40,girona,2017,8,6,verdadero,'3do Trimestre'
19-08-2017,2.00,3.00,16.00,0.30,girona,2017,8,7,falso,'3do Trimestre'
20-08-2017,2.00,2.00,9.00,0.30,girona,2017,8,1,falso,'3do Trimestre'
21-08-2017,1.00,6.00,24.00,0.30,girona,2017,8,2,verdadero,'3do Trimestre'
22-08-2017,4.00,7.00,23.00,0.40,girona,2017,8,3,verdadero,'3do Trimestre'
23-08-2017,3.00,6.00,25.00,0.40,girona,2017,8,4,verdadero,'3do Trimestre'
24-08-2017,2.00,5.00,24.00,0.40,girona,2017,8,5,verdadero,'3do Trimestre'
25-08-2017,5.00,9.00,21.00,0.40,girona,2017,8,6,verdadero,'3do Trimestre'
26-08-2017,3.00,3.00,15.00,0.40,girona,2017,8,7,falso,'3do Trimestre'
27-08-2017,1.00,2.00,12.00,0.40,girona,2017,8,1,falso,'3do Trimestre'
28-08-2017,2.00,5.00,22.00,0.40,girona,2017,8,2,verdadero,'3do Trimestre'
29-08-2017,2.00,9.00,33.00,0.40,girona,2017,8,3,verdadero,'3do Trimestre'
30-08-2017,1.00,6.00,30.00,0.30,girona,2017,8,4,verdadero,'3do Trimestre'
31-08-2017,1.00,7.00,24.00,0.40,girona,2017,8,5,verdadero,'3do Trimestre'
01-09-2017,4.00,10.00,25.00,0.40,girona,2017,9,6,verdadero,'3do Trimestre'
02-09-2017,3.00,4.00,16.00,0.30,girona,2017,9,7,falso,'3do Trimestre'
03-09-2017,2.00,3.00,14.00,0.30,girona,2017,9,1,falso,'3do Trimestre'
04-09-2017,1.00,9.00,28.00,0.40,girona,2017,9,2,verdadero,'3do Trimestre'
05-09-2017,4.00,9.00,28.00,0.40,girona,2017,9,3,verdadero,'3do Trimestre'
06-09-2017,3.00,11.00,31.00,0.40,girona,2017,9,4,verdadero,'3do Trimestre'
07-09-2017,3.00,6.00,22.00,0.40,girona,2017,9,5,verdadero,'3do Trimestre'
08-09-2017,3.00,6.00,24.00,0.40,girona,2017,9,6,verdadero,'3do Trimestre'
09-09-2017,1.00,5.00,23.00,0.40,girona,2017,9,7,falso,'3do Trimestre'
10-09-2017,1.00,5.00,16.00,0.30,girona,2017,9,1,falso,'3do Trimestre'
11-09-2017,2.00,5.00,15.00,0.30,girona,2017,9,2,verdadero,'3do Trimestre'
12-09-2017,2.00,7.00,24.00,0.40,girona,2017,9,3,verdadero,'3do Trimestre'
13-09-2017,4.00,10.00,26.00,0.40,girona,2017,9,4,verdadero,'3do Trimestre'
14-09-2017,2.00,18.00,29.00,0.40,girona,2017,9,5,verdadero,'3do Trimestre'
15-09-2017,2.00,11.00,31.00,0.30,girona,2017,9,6,verdadero,'3do Trimestre'
16-09-2017,1.00,10.00,20.00,0.30,girona,2017,9,7,falso,'3do Trimestre'
17-09-2017,1.00,5.00,15.00,0.30,girona,2017,9,1,falso,'3do Trimestre'
18-09-2017,2.00,17.00,31.00,0.40,girona,2017,9,2,verdadero,'3do Trimestre'
19-09-2017,3.00,15.00,27.00,0.30,girona,2017,9,3,verdadero,'3do Trimestre'
20-09-2017,1.00,12.00,27.00,0.30,girona,2017,9,4,verdadero,'3do Trimestre'
21-09-2017,4.00,15.00,26.00,0.40,girona,2017,9,5,verdadero,'3do Trimestre'
22-09-2017,4.00,18.00,31.00,0.40,girona,2017,9,6,verdadero,'3do Trimestre'
23-09-2017,2.00,8.00,23.00,0.40,girona,2017,9,7,falso,'3do Trimestre'
24-09-2017,1.00,4.00,21.00,0.30,girona,2017,9,1,falso,'3do Trimestre'
25-09-2017,2.00,14.00,34.00,0.40,girona,2017,9,2,verdadero,'3do Trimestre'
26-09-2017,4.00,16.00,30.00,0.40,girona,2017,9,3,verdadero,'3do Trimestre'
27-09-2017,4.00,12.00,27.00,0.40,girona,2017,9,4,verdadero,'3do Trimestre'
28-09-2017,3.00,15.00,26.00,0.40,girona,2017,9,5,verdadero,'3do Trimestre'
29-09-2017,3.00,16.00,29.00,0.40,girona,2017,9,6,verdadero,'3do Trimestre'
30-09-2017,2.00,9.00,28.00,0.40,girona,2017,9,7,falso,'3do Trimestre'
01-10-2017,1.00,4.00,18.00,0.30,girona,2017,10,1,falso,'4o Trimestre'
02-10-2017,2.00,18.00,26.00,0.40,girona,2017,10,2,verdadero,'4o Trimestre'
03-10-2017,1.00,11.00,21.00,0.40,girona,2017,10,3,verdadero,'4o Trimestre'
04-10-2017,1.00,16.00,26.00,0.40,girona,2017,10,4,verdadero,'4o Trimestre'
05-10-2017,3.00,20.00,34.00,0.50,girona,2017,10,5,verdadero,'4o Trimestre'
06-10-2017,2.00,18.00,24.00,0.40,girona,2017,10,6,verdadero,'4o Trimestre'
07-10-2017,3.00,5.00,23.00,0.30,girona,2017,10,7,falso,'4o Trimestre'
08-10-2017,2.00,6.00,26.00,0.40,girona,2017,10,1,falso,'4o Trimestre'
09-10-2017,5.00,14.00,33.00,0.40,girona,2017,10,2,verdadero,'4o Trimestre'
10-10-2017,2.00,21.00,31.00,0.40,girona,2017,10,3,verdadero,'4o Trimestre'
11-10-2017,3.00,24.00,34.00,0.40,girona,2017,10,4,verdadero,'4o Trimestre'
12-10-2017,1.00,11.00,21.00,0.40,girona,2017,10,5,verdadero,'4o Trimestre'
13-10-2017,3.00,14.00,26.00,0.40,girona,2017,10,6,verdadero,'4o Trimestre'
14-10-2017,1.00,6.00,18.00,0.40,girona,2017,10,7,falso,'4o Trimestre'
15-10-2017,1.00,5.00,16.00,0.40,girona,2017,10,1,falso,'4o Trimestre'
16-10-2017,2.00,22.00,27.00,0.40,girona,2017,10,2,verdadero,'4o Trimestre'
17-10-2017,2.00,18.00,27.00,0.50,girona,2017,10,3,verdadero,'4o Trimestre'
18-10-2017,2.00,18.00,35.00,0.50,girona,2017,10,4,verdadero,'4o Trimestre'
19-10-2017,1.00,12.00,25.00,0.40,girona,2017,10,5,verdadero,'4o Trimestre'
20-10-2017,1.00,10.00,35.00,0.50,girona,2017,10,6,verdadero,'4o Trimestre'
21-10-2017,3.00,10.00,23.00,0.40,girona,2017,10,7,falso,'4o Trimestre'
22-10-2017,1.00,6.00,19.00,0.30,girona,2017,10,1,falso,'4o Trimestre'
23-10-2017,2.00,22.00,30.00,0.40,girona,2017,10,2,verdadero,'4o Trimestre'
24-10-2017,1.00,34.00,40.00,0.50,girona,2017,10,3,verdadero,'4o Trimestre'
25-10-2017,1.00,25.00,37.00,0.50,girona,2017,10,4,verdadero,'4o Trimestre'
26-10-2017,2.00,26.00,35.00,0.50,girona,2017,10,5,verdadero,'4o Trimestre'
27-10-2017,2.00,33.00,33.00,0.50,girona,2017,10,6,verdadero,'4o Trimestre'
28-10-2017,1.00,19.00,35.00,0.50,girona,2017,10,7,falso,'4o Trimestre'
29-10-2017,1.00,14.00,29.00,0.40,girona,2017,10,1,falso,'4o Trimestre'
30-10-2017,1.00,20.00,31.00,0.40,girona,2017,10,2,verdadero,'4o Trimestre'
31-10-2017,1.00,18.00,34.00,0.40,girona,2017,10,3,verdadero,'4o Trimestre'
31-12-2016,2.00,21.00,50.00,0.30,palaureial,2016,12,7,falso,'4o Trimestre'
01-01-2017,2.00,7.00,23.00,0.20,palaureial,2017,1,1,falso,1erTrimestre
02-01-2017,2.00,31.00,44.00,0.40,palaureial,2017,1,2,verdadero,1erTrimestre
03-01-2017,2.00,29.00,48.00,0.50,palaureial,2017,1,3,verdadero,1erTrimestre
04-01-2017,2.00,10.00,40.00,0.30,palaureial,2017,1,4,verdadero,1erTrimestre
05-01-2017,2.00,9.00,40.00,0.50,palaureial,2017,1,5,verdadero,1erTrimestre
06-01-2017,2.00,10.00,38.00,0.50,palaureial,2017,1,6,verdadero,1erTrimestre
07-01-2017,3.00,23.00,51.00,0.50,palaureial,2017,1,7,falso,1erTrimestre
08-01-2017,2.00,8.00,42.00,0.50,palaureial,2017,1,1,falso,1erTrimestre
